topic,network,alpha,seed,agent,type,z,z_neighbors,gap,degree
abortion,random,0.0,8,12,Type-L,0.210046,-0.72254,0.932586,5
abortion,random,0.0,8,13,Type-L,-0.127218,-0.72254,0.595322,5
abortion,random,0.0,8,14,Type-L,-0.72254,-0.72254,0.0,5
abortion,random,0.0,8,15,Type-L,-0.72254,-0.72254,0.0,5
abortion,random,0.0,8,16,Type-L,-0.715603,-0.72254,0.006938,5
abortion,random,0.0,8,17,Type-L,0.180091,-0.72254,0.902631,5
abortion,random,0.0,8,18,Type-L,-0.690551,-0.72254,0.03199,5
abortion,random,0.0,8,19,Type-L,-0.70865,-0.72254,0.01389,5
abortion,random,0.0,8,20,Type-L,-0.215533,-0.72254,0.507007,5
abortion,random,0.0,8,21,Type-L,-0.155282,-0.72254,0.567259,5
abortion,random,0.0,8,22,Type-L,-0.72254,-0.72254,0.0,5
abortion,random,0.0,8,23,Type-L,-0.219328,-0.72254,0.503212,5
abortion,random,0.0,8,24,Type-L,-0.463754,-0.72254,0.258787,5
abortion,random,0.0,8,25,Type-L,-0.286509,-0.72254,0.436031,5
abortion,random,0.0,8,26,Type-L,-0.508901,-0.72254,0.21364,5
abortion,random,0.0,8,27,Type-L,-0.672922,-0.670684,0.002238,5
abortion,random,0.0,8,28,Type-L,-0.650081,-0.439143,0.210938,5
abortion,random,0.0,8,29,Type-L,-0.672922,-0.670684,0.002238,5
abortion,random,0.0,8,30,Type-L,-0.672922,-0.682397,0.009476,5
abortion,random,0.0,8,31,Type-L,-0.560601,-0.530003,0.030598,5
abortion,random,0.0,8,32,Type-L,-0.710447,-0.711977,0.00153,5
abortion,random,0.0,8,33,Type-L,0.039712,0.189916,0.150204,5
abortion,random,0.0,8,34,Type-L,0.267845,0.0289,0.238945,5
abortion,random,0.0,8,35,Type-L,-0.094054,-0.173165,0.079111,5
abortion,random,0.0,8,36,Type-L,0.725065,0.810793,0.085728,5
abortion,random,0.0,8,37,Type-L,0.145969,0.214291,0.068322,5
abortion,random,0.0,8,38,Type-L,0.206737,0.202138,0.0046,5
abortion,random,0.0,8,39,Type-L,0.206737,0.555537,0.3488,5
abortion,random,0.0,8,40,Type-L,0.433684,0.295775,0.13791,5
abortion,random,0.0,8,41,Type-L,0.919939,0.934322,0.014383,5
abortion,random,0.0,8,42,Type-L,0.977013,0.877279,0.099734,5
abortion,random,0.0,8,43,Type-L,0.919939,0.934322,0.014383,5
abortion,random,0.0,8,44,Type-L,0.926962,0.838305,0.088657,5
abortion,random,0.0,8,45,Type-L,0.927758,0.932758,0.005,5
abortion,random,0.0,8,46,Type-L,0.862998,0.922907,0.05991,5
abortion,random,0.0,8,47,Type-L,0.587508,0.934322,0.346814,5
abortion,random,0.0,8,48,Type-L,0.919939,0.934322,0.014383,5
abortion,random,0.0,8,49,Type-L,0.763583,0.934322,0.170739,5
abortion,random,0.0,9,0,Type-L,-0.697402,-0.771773,0.074372,5
abortion,random,0.0,9,1,Type-L,-0.755103,-0.771773,0.016671,5
abortion,random,0.0,9,2,Type-L,-0.769701,-0.771095,0.001395,5
abortion,random,0.0,9,3,Type-L,-0.412603,-0.771773,0.35917,5
abortion,random,0.0,9,4,Type-L,-0.231121,-0.771773,0.540652,5
abortion,random,0.0,9,5,Type-L,-0.764704,-0.771773,0.00707,5
abortion,random,0.0,9,6,Type-L,-0.183449,-0.771773,0.588324,5
abortion,random,0.0,9,7,Type-L,-0.766309,-0.771773,0.005465,5
abortion,random,0.0,9,8,Type-L,-0.450863,-0.771773,0.320911,5
abortion,random,0.0,9,9,Type-L,-0.64786,-0.771773,0.123914,5
abortion,random,0.0,9,10,Type-L,-0.100464,-0.771773,0.671309,5
abortion,random,0.0,9,11,Type-L,-0.771996,-0.770636,0.00136,5
abortion,random,0.0,9,12,Type-L,0.136642,-0.771773,0.908415,5
abortion,random,0.0,9,13,Type-L,-0.456912,-0.771773,0.314861,5
abortion,random,0.0,9,14,Type-L,-0.766309,-0.771773,0.005465,5
abortion,random,0.0,9,15,Type-L,-0.778866,-0.769262,0.009604,5
abortion,random,0.0,9,16,Type-L,-0.676071,-0.771773,0.095703,5
abortion,random,0.0,9,17,Type-L,-0.548656,-0.771773,0.223117,5
abortion,random,0.0,9,18,Type-L,-0.734431,-0.771773,0.037342,5
abortion,random,0.0,9,19,Type-L,-0.154705,-0.771773,0.617068,5
abortion,random,0.0,9,20,Type-L,-0.26916,-0.771773,0.502614,5
abortion,random,0.0,9,21,Type-L,-0.763809,-0.771773,0.007964,5
abortion,random,0.0,9,22,Type-L,-0.771996,-0.770636,0.00136,5
abortion,random,0.0,9,23,Type-L,-0.361892,-0.771773,0.409881,5
abortion,random,0.0,9,24,Type-L,-0.150716,-0.771773,0.621057,5
abortion,random,0.0,9,25,Type-L,-0.562848,-0.771773,0.208926,5
abortion,random,0.0,9,26,Type-L,-0.709045,-0.771773,0.062728,5
abortion,random,0.0,9,27,Type-L,-0.665546,-0.664074,0.001473,5
abortion,random,0.0,9,28,Type-L,-0.658635,-0.446185,0.212449,5
abortion,random,0.0,9,29,Type-L,-0.672516,-0.668322,0.004194,5
abortion,random,0.0,9,30,Type-L,-0.672516,-0.676076,0.00356,5
abortion,random,0.0,9,31,Type-L,-0.668843,-0.486376,0.182467,5
abortion,random,0.0,9,32,Type-L,-0.633601,-0.697893,0.064292,5
abortion,random,0.0,9,33,Type-L,0.122145,0.205383,0.083238,5
abortion,random,0.0,9,34,Type-L,0.252377,0.097077,0.155299,5
abortion,random,0.0,9,35,Type-L,0.134681,-0.164091,0.298773,5
abortion,random,0.0,9,36,Type-L,0.874255,0.894813,0.020559,5
abortion,random,0.0,9,37,Type-L,0.310831,0.26388,0.04695,5
abortion,random,0.0,9,38,Type-L,0.382226,0.249601,0.132625,5
abortion,random,0.0,9,39,Type-L,0.355775,0.254892,0.100883,5
abortion,random,0.0,9,40,Type-L,0.192383,0.28757,0.095187,5
abortion,random,0.0,9,41,Type-L,0.968431,0.935144,0.033287,5
abortion,random,0.0,9,42,Type-L,0.886961,0.892272,0.005311,5
abortion,random,0.0,9,43,Type-L,0.951588,0.938513,0.013076,5
abortion,random,0.0,9,44,Type-L,0.887822,0.8921,0.004278,5
abortion,random,0.0,9,45,Type-L,0.894724,0.919112,0.024387,5
abortion,random,0.0,9,46,Type-L,0.894724,0.890719,0.004005,5
abortion,random,0.0,9,47,Type-L,0.967984,0.935233,0.032751,5
abortion,random,0.0,9,48,Type-L,0.951588,0.938513,0.013076,5
abortion,random,0.0,9,49,Type-L,0.909835,0.946863,0.037028,5
abortion,random,0.0,10,0,Type-L,-0.6266,-0.802694,0.176093,5
abortion,random,0.0,10,1,Type-L,-0.807022,-0.799635,0.007387,5
abortion,random,0.0,10,2,Type-L,-0.771068,-0.802694,0.031625,5
abortion,random,0.0,10,3,Type-L,-0.278017,-0.802694,0.524677,5
abortion,random,0.0,10,4,Type-L,-0.13741,-0.802694,0.665283,5
abortion,random,0.0,10,5,Type-L,0.199973,-0.802694,1.002667,5
abortion,random,0.0,10,6,Type-L,0.040648,-0.802694,0.843342,5
abortion,random,0.0,10,7,Type-L,-0.621152,-0.802694,0.181542,5
abortion,random,0.0,10,8,Type-L,-0.616283,-0.802694,0.186411,5
abortion,random,0.0,10,9,Type-L,-0.546477,-0.802694,0.256216,5
abortion,random,0.0,10,10,Type-L,-0.403369,-0.802694,0.399324,5
abortion,random,0.0,10,11,Type-L,-0.791729,-0.802694,0.010965,5
abortion,random,0.0,10,12,Type-L,-0.807022,-0.799635,0.007387,5
abortion,random,0.0,10,13,Type-L,0.127659,-0.802694,0.930353,5
abortion,random,0.0,10,14,Type-L,-0.787079,-0.802694,0.015615,5
abortion,random,0.0,10,15,Type-L,-0.754054,-0.802694,0.048639,5
abortion,random,0.0,10,16,Type-L,-0.792928,-0.802454,0.009526,5
abortion,random,0.0,10,17,Type-L,-0.780474,-0.802694,0.02222,5
abortion,random,0.0,10,18,Type-L,-0.799475,-0.801144,0.001669,5
abortion,random,0.0,10,19,Type-L,0.200269,-0.802694,1.002962,5
abortion,random,0.0,10,20,Type-L,0.130918,-0.802694,0.933611,5
abortion,random,0.0,10,21,Type-L,-0.709409,-0.802694,0.093285,5
abortion,random,0.0,10,22,Type-L,-0.807022,-0.799635,0.007387,5
abortion,random,0.0,10,23,Type-L,0.025451,-0.802694,0.828145,5
abortion,random,0.0,10,24,Type-L,-0.146137,-0.802694,0.656557,5
abortion,random,0.0,10,25,Type-L,-0.020223,-0.802694,0.782471,5
abortion,random,0.0,10,26,Type-L,-0.754884,-0.802694,0.047809,5
abortion,random,0.0,10,27,Type-L,-0.695117,-0.659877,0.03524,5
abortion,random,0.0,10,28,Type-L,-0.601316,-0.49306,0.108257,5
abortion,random,0.0,10,29,Type-L,-0.696426,-0.67504,0.021386,5
abortion,random,0.0,10,30,Type-L,-0.695117,-0.691864,0.003254,5
abortion,random,0.0,10,31,Type-L,-0.660091,-0.55772,0.102372,5
abortion,random,0.0,10,32,Type-L,-0.698274,-0.691232,0.007042,5
abortion,random,0.0,10,33,Type-L,0.29083,0.087341,0.203489,5
abortion,random,0.0,10,34,Type-L,0.067742,0.015546,0.052195,5
abortion,random,0.0,10,35,Type-L,0.446759,-0.123934,0.570693,5
abortion,random,0.0,10,36,Type-L,0.674264,0.835348,0.161084,5
abortion,random,0.0,10,37,Type-L,0.069739,0.228759,0.15902,5
abortion,random,0.0,10,38,Type-L,0.238911,0.20716,0.031751,5
abortion,random,0.0,10,39,Type-L,0.213813,0.465006,0.251193,5
abortion,random,0.0,10,40,Type-L,-0.037883,0.465006,0.502889,5
abortion,random,0.0,10,41,Type-L,0.933349,0.915618,0.017731,5
abortion,random,0.0,10,42,Type-L,0.859845,0.898638,0.038793,5
abortion,random,0.0,10,43,Type-L,0.848221,0.926849,0.078628,5
abortion,random,0.0,10,44,Type-L,0.674264,0.835348,0.161084,5
abortion,random,0.0,10,45,Type-L,0.933123,0.915663,0.017459,5
abortion,random,0.0,10,46,Type-L,0.877196,0.895168,0.017972,5
abortion,random,0.0,10,47,Type-L,0.917434,0.918801,0.001367,5
abortion,random,0.0,10,48,Type-L,0.933123,0.915663,0.017459,5
abortion,random,0.0,10,49,Type-L,0.917215,0.918845,0.00163,5
abortion,random,0.125,1,0,Type-L,-0.170997,-0.84103,0.670033,5
abortion,random,0.125,1,1,Type-L,-0.662792,-0.84103,0.178238,5
abortion,random,0.125,1,2,Type-L,-0.682457,-0.84103,0.158573,5
abortion,random,0.125,1,3,Type-L,-0.631543,-0.84103,0.209487,5
abortion,random,0.125,1,4,Type-C,-0.863602,-0.821418,0.042184,5
abortion,random,0.125,1,5,Type-L,-0.143552,-0.84103,0.697478,5
abortion,random,0.125,1,6,Type-L,-0.155092,-0.84103,0.685938,5
abortion,random,0.125,1,7,Type-C,-0.871391,-0.819861,0.05153,5
abortion,random,0.125,1,8,Type-C,-0.87585,-0.818969,0.056882,5
abortion,random,0.125,1,9,Type-L,-0.614765,-0.84103,0.226265,5
abortion,random,0.125,1,10,Type-L,-0.298236,-0.84103,0.542794,5
abortion,random,0.125,1,11,Type-L,-0.765544,-0.84103,0.075486,5
abortion,random,0.125,1,12,Type-L,0.23966,-0.84103,1.08069,5
abortion,random,0.125,1,13,Type-L,-0.413092,-0.84103,0.427938,5
abortion,random,0.125,1,14,Type-L,-0.706805,-0.84103,0.134225,5
abortion,random,0.125,1,15,Type-L,-0.546593,-0.84103,0.294437,5
abortion,random,0.125,1,16,Type-L,-0.117538,-0.84103,0.723492,5
abortion,random,0.125,1,17,Type-C,-0.828762,-0.828386,0.000376,5
abortion,random,0.125,1,18,Type-L,-0.298022,-0.84103,0.543008,5
abortion,random,0.125,1,19,Type-L,-0.091808,-0.84103,0.749222,5
abortion,random,0.125,1,20,Type-L,-0.299579,-0.84103,0.541451,5
abortion,random,0.125,1,21,Type-L,0.053429,-0.84103,0.894458,5
abortion,random,0.125,1,22,Type-L,-0.765544,-0.84103,0.075486,5
abortion,random,0.125,1,23,Type-L,-0.485134,-0.84103,0.355896,5
abortion,random,0.125,1,24,Type-L,-0.528344,-0.84103,0.312686,5
abortion,random,0.125,1,25,Type-L,-0.241605,-0.84103,0.599425,5
abortion,random,0.125,1,26,Type-L,-0.585056,-0.84103,0.255974,5
abortion,random,0.125,1,27,Type-L,-0.681516,-0.670808,0.010708,5
abortion,random,0.125,1,28,Type-L,-0.609364,-0.404877,0.204487,5
abortion,random,0.125,1,29,Type-L,-0.693865,-0.668338,0.025527,5
abortion,random,0.125,1,30,Type-L,-0.559301,-0.680803,0.121502,5
abortion,random,0.125,1,31,Type-L,-0.683383,-0.506493,0.17689,5
abortion,random,0.125,1,32,Type-L,-0.723183,-0.689605,0.033578,5
abortion,random,0.125,1,33,Type-C,0.10156,0.091611,0.009949,5
abortion,random,0.125,1,34,Type-L,-0.263755,-0.020956,0.242799,5
abortion,random,0.125,1,35,Type-L,-0.050425,-0.135797,0.085373,5
abortion,random,0.125,1,36,Type-L,0.846987,0.799856,0.047131,5
abortion,random,0.125,1,37,Type-L,0.384061,0.313569,0.070492,5
abortion,random,0.125,1,38,Type-C,0.307199,0.328942,0.021743,5
abortion,random,0.125,1,39,Type-L,0.463436,0.426525,0.036911,5
abortion,random,0.125,1,40,Type-L,0.455992,0.428014,0.027978,5
abortion,random,0.125,1,41,Type-L,0.852678,0.874086,0.021408,5
abortion,random,0.125,1,42,Type-L,0.793531,0.849561,0.056029,5
abortion,random,0.125,1,43,Type-L,0.864159,0.87179,0.007631,5
abortion,random,0.125,1,44,Type-L,0.745711,0.820111,0.0744,5
abortion,random,0.125,1,45,Type-L,0.778233,0.875224,0.096992,5
abortion,random,0.125,1,46,Type-L,0.854853,0.853778,0.001075,5
abortion,random,0.125,1,47,Type-L,0.928491,0.858924,0.069568,5
abortion,random,0.125,1,48,Type-L,0.87594,0.869434,0.006507,5
abortion,random,0.125,1,49,Type-L,0.829126,0.875224,0.046099,5
abortion,random,0.125,2,0,Type-L,-0.00848,-0.860816,0.852336,5
abortion,random,0.125,2,1,Type-L,-0.582447,-0.860816,0.278369,5
abortion,random,0.125,2,2,Type-L,-0.522343,-0.860816,0.338473,5
abortion,random,0.125,2,3,Type-C,-0.886547,-0.835808,0.050738,5
abortion,random,0.125,2,4,Type-L,-0.129271,-0.860816,0.731545,5
abortion,random,0.125,2,5,Type-C,-0.868697,-0.839378,0.029319,5
abortion,random,0.125,2,6,Type-L,-0.322364,-0.860816,0.538452,5
abortion,random,0.125,2,7,Type-L,-0.738785,-0.860816,0.122031,5
abortion,random,0.125,2,8,Type-L,-0.428732,-0.860816,0.432084,5
abortion,random,0.125,2,9,Type-L,-0.510143,-0.860816,0.350673,5
abortion,random,0.125,2,10,Type-L,-0.42425,-0.860816,0.436566,5
abortion,random,0.125,2,11,Type-C,-0.8946,-0.834197,0.060403,5
abortion,random,0.125,2,12,Type-L,0.151091,-0.860816,1.011907,5
abortion,random,0.125,2,13,Type-L,-0.517778,-0.860816,0.343038,5
abortion,random,0.125,2,14,Type-L,-0.774462,-0.858225,0.083762,5
abortion,random,0.125,2,15,Type-L,-0.761507,-0.860816,0.099309,5
abortion,random,0.125,2,16,Type-L,0.070789,-0.860816,0.931605,5
abortion,random,0.125,2,17,Type-L,-0.103463,-0.860816,0.757353,5
abortion,random,0.125,2,18,Type-L,-0.456071,-0.860816,0.404745,5
abortion,random,0.125,2,19,Type-L,-0.228417,-0.860816,0.6324,5
abortion,random,0.125,2,20,Type-L,-0.134724,-0.860816,0.726092,5
abortion,random,0.125,2,21,Type-L,-0.102748,-0.860816,0.758068,5
abortion,random,0.125,2,22,Type-L,-0.748956,-0.860816,0.11186,5
abortion,random,0.125,2,23,Type-L,-0.268835,-0.860816,0.591981,5
abortion,random,0.125,2,24,Type-C,-0.879774,-0.837163,0.042611,5
abortion,random,0.125,2,25,Type-L,-0.456335,-0.860816,0.404481,5
abortion,random,0.125,2,26,Type-L,-0.578619,-0.860816,0.282197,5
abortion,random,0.125,2,27,Type-L,-0.251669,-0.633008,0.381339,5
abortion,random,0.125,2,28,Type-L,-0.73749,-0.455106,0.282384,5
abortion,random,0.125,2,29,Type-L,-0.670477,-0.711746,0.041269,5
abortion,random,0.125,2,30,Type-L,-0.554286,-0.69605,0.141764,5
abortion,random,0.125,2,31,Type-L,-0.655026,-0.492534,0.162492,5
abortion,random,0.125,2,32,Type-L,-0.678473,-0.710147,0.031674,5
abortion,random,0.125,2,33,Type-L,-0.097252,0.050387,0.14764,5
abortion,random,0.125,2,34,Type-L,0.056325,0.019672,0.036653,5
abortion,random,0.125,2,35,Type-L,-0.017789,-0.113492,0.095702,5
abortion,random,0.125,2,36,Type-L,0.634956,0.815376,0.18042,5
abortion,random,0.125,2,37,Type-L,0.515734,0.11399,0.401743,5
abortion,random,0.125,2,38,Type-L,0.300226,0.157092,0.143134,5
abortion,random,0.125,2,39,Type-L,0.5929,0.550558,0.042342,5
abortion,random,0.125,2,40,Type-L,0.611184,0.546901,0.064283,5
abortion,random,0.125,2,41,Type-L,0.858631,0.885924,0.027293,5
abortion,random,0.125,2,42,Type-L,0.860735,0.850661,0.010074,5
abortion,random,0.125,2,43,Type-L,0.690688,0.885924,0.195236,5
abortion,random,0.125,2,44,Type-C,0.806092,0.826305,0.020213,5
abortion,random,0.125,2,45,Type-L,0.867111,0.884649,0.017538,5
abortion,random,0.125,2,46,Type-L,0.860735,0.850661,0.010074,5
abortion,random,0.125,2,47,Type-L,0.860735,0.885924,0.025189,5
abortion,random,0.125,2,48,Type-C,0.903055,0.87746,0.025595,5
abortion,random,0.125,2,49,Type-L,0.937985,0.870474,0.067511,5
abortion,random,0.125,3,0,Type-L,-0.276247,-0.849529,0.573282,5
abortion,random,0.125,3,1,Type-L,-0.854382,-0.827802,0.02658,5
abortion,random,0.125,3,2,Type-L,-0.673055,-0.849529,0.176474,5
abortion,random,0.125,3,3,Type-L,-0.153737,-0.849529,0.695792,5
abortion,random,0.125,3,4,Type-L,-0.401893,-0.849529,0.447635,5
abortion,random,0.125,3,5,Type-L,-0.612426,-0.849529,0.237103,5
abortion,random,0.125,3,6,Type-L,-0.583099,-0.849529,0.26643,5
abortion,random,0.125,3,7,Type-L,-0.592673,-0.849529,0.256855,5
abortion,random,0.125,3,8,Type-C,-0.878458,-0.822986,0.055472,5
abortion,random,0.125,3,9,Type-L,-0.717416,-0.849529,0.132113,5
abortion,random,0.125,3,10,Type-L,-0.482174,-0.849529,0.367355,5
abortion,random,0.125,3,11,Type-L,-0.745746,-0.849529,0.103783,5
abortion,random,0.125,3,12,Type-L,-0.074527,-0.849529,0.775002,5
abortion,random,0.125,3,13,Type-L,-0.402437,-0.849529,0.447092,5
abortion,random,0.125,3,14,Type-L,-0.7453,-0.849529,0.104229,5
abortion,random,0.125,3,15,Type-L,-0.666021,-0.849529,0.183507,5
abortion,random,0.125,3,16,Type-C,-0.873101,-0.824058,0.049043,5
abortion,random,0.125,3,17,Type-L,0.119439,-0.849529,0.968968,5
abortion,random,0.125,3,18,Type-L,-0.32959,-0.849529,0.519939,5
abortion,random,0.125,3,19,Type-L,-0.095407,-0.849529,0.754122,5
abortion,random,0.125,3,20,Type-L,-0.678594,-0.849529,0.170934,5
abortion,random,0.125,3,21,Type-L,-0.193172,-0.849529,0.656357,5
abortion,random,0.125,3,22,Type-L,-0.770511,-0.844576,0.074064,5
abortion,random,0.125,3,23,Type-L,-0.666514,-0.849529,0.183014,5
abortion,random,0.125,3,24,Type-C,-0.871191,-0.82444,0.046752,5
abortion,random,0.125,3,25,Type-L,-0.459866,-0.849529,0.389662,5
abortion,random,0.125,3,26,Type-L,-0.036779,-0.849529,0.81275,5
abortion,random,0.125,3,27,Type-L,-0.656971,-0.671704,0.014733,5
abortion,random,0.125,3,28,Type-L,-0.247407,-0.442008,0.194601,5
abortion,random,0.125,3,29,Type-L,-0.680142,-0.671704,0.008438,5
abortion,random,0.125,3,30,Type-L,-0.684289,-0.674528,0.009761,5
abortion,random,0.125,3,31,Type-L,-0.354792,-0.442008,0.087216,5
abortion,random,0.125,3,32,Type-L,-0.674334,-0.686699,0.012366,5
abortion,random,0.125,3,33,Type-L,0.246439,0.085444,0.160995,5
abortion,random,0.125,3,34,Type-L,-0.009118,0.004753,0.013872,5
abortion,random,0.125,3,35,Type-L,-0.463669,-0.15285,0.310819,5
abortion,random,0.125,3,36,Type-C,0.766192,0.773951,0.007759,5
abortion,random,0.125,3,37,Type-L,0.11104,0.335899,0.22486,5
abortion,random,0.125,3,38,Type-L,0.242639,0.309579,0.06694,5
abortion,random,0.125,3,39,Type-C,0.538041,0.547341,0.0093,5
abortion,random,0.125,3,40,Type-C,0.532938,0.548362,0.015424,5
abortion,random,0.125,3,41,Type-L,0.798808,0.841893,0.043085,5
abortion,random,0.125,3,42,Type-L,0.650058,0.793348,0.14329,5
abortion,random,0.125,3,43,Type-L,0.843149,0.833024,0.010124,5
abortion,random,0.125,3,44,Type-L,0.669208,0.793348,0.12414,5
abortion,random,0.125,3,45,Type-L,0.772063,0.847242,0.075178,5
abortion,random,0.125,3,46,Type-L,0.638064,0.847242,0.209178,5
abortion,random,0.125,3,47,Type-L,0.903862,0.820882,0.08298,5
abortion,random,0.125,3,48,Type-L,0.786527,0.844349,0.057821,5
abortion,random,0.125,3,49,Type-L,0.903862,0.820882,0.08298,5
abortion,random,0.125,4,0,Type-L,-0.127785,-0.906438,0.778653,5
abortion,random,0.125,4,1,Type-L,-0.722344,-0.882329,0.159986,5
abortion,random,0.125,4,2,Type-L,-0.027737,-0.906438,0.878701,5
abortion,random,0.125,4,3,Type-L,-0.077444,-0.906438,0.828994,5
abortion,random,0.125,4,4,Type-L,-0.432304,-0.906438,0.474134,5
abortion,random,0.125,4,5,Type-L,-0.561406,-0.906438,0.345032,5
abortion,random,0.125,4,6,Type-C,-0.903558,-0.884668,0.01889,5
abortion,random,0.125,4,7,Type-L,-0.67119,-0.906438,0.235248,5
abortion,random,0.125,4,8,Type-L,-0.513429,-0.906438,0.393008,5
abortion,random,0.125,4,9,Type-C,-0.915252,-0.882329,0.032922,5
abortion,random,0.125,4,10,Type-L,0.21526,-0.906438,1.121698,5
abortion,random,0.125,4,11,Type-L,-0.721722,-0.906438,0.184716,5
abortion,random,0.125,4,12,Type-L,0.186625,-0.906438,1.093063,5
abortion,random,0.125,4,13,Type-L,-0.411391,-0.906438,0.495047,5
abortion,random,0.125,4,14,Type-L,0.344455,-0.906438,1.250892,5
abortion,random,0.125,4,15,Type-L,-0.79471,-0.906438,0.111728,5
abortion,random,0.125,4,16,Type-C,-0.914232,-0.882533,0.031698,5
abortion,random,0.125,4,17,Type-L,0.120411,-0.882329,1.00274,5
abortion,random,0.125,4,18,Type-L,0.089183,-0.906438,0.995621,5
abortion,random,0.125,4,19,Type-L,-0.195709,-0.906438,0.710729,5
abortion,random,0.125,4,20,Type-C,-0.88931,-0.887518,0.001792,5
abortion,random,0.125,4,21,Type-L,0.564941,-0.906438,1.471379,5
abortion,random,0.125,4,22,Type-L,-0.681179,-0.906438,0.225259,5
abortion,random,0.125,4,23,Type-L,-0.319724,-0.906438,0.586714,5
abortion,random,0.125,4,24,Type-L,0.694961,-0.906438,1.601398,5
abortion,random,0.125,4,25,Type-L,-0.416662,-0.906438,0.489776,5
abortion,random,0.125,4,26,Type-C,-0.909837,-0.883412,0.026425,5
abortion,random,0.125,4,27,Type-L,-0.6939,-0.666303,0.027597,5
abortion,random,0.125,4,28,Type-L,-0.718943,-0.418702,0.300241,5
abortion,random,0.125,4,29,Type-L,-0.670959,-0.670891,6.8e-05,5
abortion,random,0.125,4,30,Type-L,-0.679513,-0.68489,0.005377,5
abortion,random,0.125,4,31,Type-L,-0.628673,-0.467038,0.161635,5
abortion,random,0.125,4,32,Type-C,-0.70722,-0.707617,0.000398,5
abortion,random,0.125,4,33,Type-L,0.093937,0.119864,0.025927,5
abortion,random,0.125,4,34,Type-L,0.303201,0.052727,0.250475,5
abortion,random,0.125,4,35,Type-L,-0.012161,-0.14968,0.137519,5
abortion,random,0.125,4,36,Type-L,0.800385,0.811956,0.01157,5
abortion,random,0.125,4,37,Type-L,0.439383,0.266783,0.1726,5
abortion,random,0.125,4,38,Type-L,0.284374,0.23399,0.050384,5
abortion,random,0.125,4,39,Type-L,0.563948,0.51165,0.052298,5
abortion,random,0.125,4,40,Type-L,0.605932,0.503253,0.102679,5
abortion,random,0.125,4,41,Type-L,0.857256,0.906838,0.049582,5
abortion,random,0.125,4,42,Type-L,0.86162,0.838605,0.023015,5
abortion,random,0.125,4,43,Type-L,0.934424,0.892278,0.042146,5
abortion,random,0.125,4,44,Type-L,0.603539,0.79822,0.194681,5
abortion,random,0.125,4,45,Type-L,0.906838,0.897795,0.009043,5
abortion,random,0.125,4,46,Type-L,0.889444,0.859032,0.030411,5
abortion,random,0.125,4,47,Type-L,0.869063,0.90535,0.036287,5
abortion,random,0.125,4,48,Type-L,0.934424,0.892278,0.042146,5
abortion,random,0.125,4,49,Type-L,0.776878,0.906838,0.12996,5
abortion,random,0.125,5,0,Type-L,-0.180002,-0.785751,0.605749,5
abortion,random,0.125,5,1,Type-L,-0.755426,-0.785751,0.030325,5
abortion,random,0.125,5,2,Type-L,-0.733178,-0.785751,0.052573,5
abortion,random,0.125,5,3,Type-L,-0.244572,-0.785751,0.541179,5
abortion,random,0.125,5,4,Type-L,-0.37354,-0.785751,0.41221,5
abortion,random,0.125,5,5,Type-L,-0.269997,-0.785751,0.515754,5
abortion,random,0.125,5,6,Type-L,-0.135518,-0.785751,0.650233,5
abortion,random,0.125,5,7,Type-L,-0.75507,-0.785751,0.030681,5
abortion,random,0.125,5,8,Type-L,-0.450597,-0.785751,0.335154,5
abortion,random,0.125,5,9,Type-L,-0.605727,-0.785751,0.180024,5
abortion,random,0.125,5,10,Type-L,-0.478013,-0.785751,0.307738,5
abortion,random,0.125,5,11,Type-L,-0.773062,-0.782223,0.009161,5
